2.452662487985009243e-02,1.734352514103905396e-01,1.551045042352362513e-01,7.996784914801442767e-02,1.941834866996505204e-01,5.617973995100834506e-01,6.989488766859160152e-02,6.098472797229679415e-02
4.539385097303059308e-02,1.991246867480628568e-01,1.630585866581719112e-01,7.997728287982627804e-02,2.233461076327196981e-01,5.667143234219662595e-01,5.829303272019425997e-02,6.537160193944425990e-02
6.367304226166549397e-02,2.214839280091921714e-01,1.694489749007806745e-01,7.986128918334610416e-02,2.479235423752383927e-01,5.701601099903031988e-01,4.905445771110465009e-02,6.895695569042104012e-02
7.952242953666423253e-02,2.407228637988853559e-01,1.744108380748713993e-01,7.963746467924548433e-02,2.682257790171962419e-01,5.723231345743220455e-01,4.208077640888408660e-02,7.180768414280606915e-02
9.310024358893634333e-02,2.570513827222490888e-01,1.780793452922531661e-01,7.932340598819599686e-02,2.845628056485824953e-01,5.733917725332507986e-01,3.727360258109386343e-02,7.399068221417834379e-02
1.045647152093913262e-01,2.706793733843904648e-01,1.805896656647349163e-01,7.893670973086927556e-02,2.972446103593868738e-01,5.735543992263172353e-01,3.453454999529531610e-02,7.557284482211676369e-02
1.140740751889387228e-01,2.818167243904160513e-01,1.820769683041256748e-01,7.849497252793678770e-02,3.065811812395988212e-01,5.729993900127491324e-01,3.376523241904973854e-02,7.662106688420027012e-02
1.217865543184880051e-01,2.906733243454327487e-01,1.826764223222344108e-01,7.801579100007020873e-02,3.128825063792077810e-01,5.719151202517744892e-01,3.486726361991841078e-02,7.720224331800781825e-02
1.278603833889486452e-01,2.974590618545474574e-01,1.825231968308700936e-01,7.751676176794108919e-02,3.164585738682033633e-01,5.704899653026209716e-01,3.774225736546270304e-02,7.738326904111833549e-02
1.324537931912302402e-01,3.023838255228669114e-01,1.817524609418417758e-01,7.701548145222102126e-02,3.176193717965749008e-01,5.689123005245164677e-01,4.229182742324392313e-02,7.723103897111076310e-02
1.357250145162421928e-01,3.056575039554978446e-01,1.804993837669583989e-01,7.652954667358154162e-02,3.166748882543121146e-01,5.673705012766888656e-01,4.841758756082333026e-02,7.681244802556404239e-02
1.378322781548941001e-01,3.074899857575472684e-01,1.788991344180289877e-01,7.607655405269425630e-02,3.139351113314043373e-01,5.660529429183659422e-01,5.602115154576231548e-02,7.619439112205711462e-02
1.389338148980954757e-01,3.080911595341219167e-01,1.770868820068624838e-01,7.567410021023075750e-02,3.097100291178411235e-01,5.651480008087755857e-01,6.500413314562213107e-02,7.544376317816892108e-02
1.391878555367556947e-01,3.076709138903286345e-01,1.751977956452679674e-01,7.533978176686258188e-02,3.043096297036119724e-01,5.648440503071455732e-01,7.526814612796406401e-02,7.462745911147838918e-02
1.387526308617843818e-01,3.064391374312742111e-01,1.733670444450543247e-01,7.509119534326133549e-02,2.980439011787062720e-01,5.653294667727039036e-01,8.671480426034952615e-02,7.381237383956444631e-02
1.377863716640849723e-01,3.046057187620556106e-01,1.717297975180237801e-01,7.494593756009398922e-02,2.912228316331044731e-01,5.667926255646618117e-01,9.924572131033429501e-02,7.306540228000160675e-02
1.412645950891367186e-01,3.142186871409847204e-01,1.715295334880390377e-01,7.362962185196157694e-02,2.938982293002497803e-01,5.824261972485669236e-01,1.213013091781682956e-01,7.436608618608807342e-02
1.441547088296676327e-01,3.179856564943943087e-01,1.718232933906381488e-01,7.341048168365717219e-02,2.887202686074482605e-01,5.936356740138103438e-01,1.397913714812224206e-01,7.383047576126877676e-02
1.460193173680529310e-01,3.164307346003154553e-01,1.750667448453395447e-01,7.725678980594152812e-02,2.858490310052369532e-01,6.071675056716896446e-01,1.579864941230322839e-01,7.494918189636765038e-02
1.462644122265467639e-01,3.134960849709367281e-01,1.801400019583993539e-01,7.483120603187004560e-02,2.770731013849186408e-01,6.129247278591745118e-01,1.770260290149841265e-01,7.630383976046183070e-02
1.439119734884637680e-01,3.103576320356382090e-01,1.814604468217891897e-01,7.687838222056533888e-02,2.689307021569527500e-01,6.182085718903626015e-01,1.914594912172868368e-01,7.706389926748787034e-02
1.396315141848280816e-01,3.043677024554317101e-01,1.854692666974190052e-01,7.889340998618507572e-02,2.720125266772923656e-01,6.203619263571057418e-01,2.009984297412434895e-01,7.927889612343110015e-02
1.354354076243082239e-01,3.009071754100546281e-01,1.898948363143867779e-01,8.179974540808448991e-02,2.674197262723992385e-01,6.326741825157409238e-01,2.062288896937464755e-01,8.087451969076171754e-02
