0.18793,-0.38347,1.0175,0.22534,0.11589,-0.07416,0.89545,0.04928,-0.11946,4
0.20723,-0.42918,1.007,-0.058669,0.049884,-0.055372,0.89496,0.055869,-0.12821,4
0.22389,-0.47262,0.98954,-0.31107,-0.0093125,-0.036959,0.8951,0.061656,-0.13884,4
0.23805,-0.51383,0.96568,-0.53311,-0.061969,-0.018986,0.89583,0.066681,-0.15117,4
0.24983,-0.55287,0.93596,-0.72604,-0.10835,-0.0015136,0.89709,0.07098,-0.16506,1
0.25937,-0.58979,0.90089,-0.89111,-0.14873,0.015394,0.89886,0.074592,-0.18035,1
0.2668,-0.62464,0.86101,-1.0296,-0.18336,0.031674,0.90109,0.077555,-0.19687,1
0.27225,-0.65747,0.81686,-1.1426,-0.21251,0.047264,0.90373,0.079908,-0.21446,1
0.27585,-0.68833,0.76896,-1.2316,-0.23645,0.062101,0.90674,0.081688,-0.23297,1
0.27774,-0.71727,0.71785,-1.2977,-0.25544,0.076122,0.91009,0.082933,-0.25224,1
0.27805,-0.74434,0.66406,-1.3421,-0.26975,0.089265,0.91372,0.083683,-0.27211,1
0.2769,-0.7696,0.60813,-1.3662,-0.27964,0.10147,0.9176,0.083974,-0.29242,1
0.27444,-0.79309,0.55058,-1.3711,-0.28539,0.11266,0.92168,0.083845,-0.313,1
0.27079,-0.81488,0.49194,-1.3582,-0.28725,0.12279,0.92592,0.083335,-0.33371,1
0.26608,-0.83499,0.43276,-1.3286,-0.28548,0.13179,0.93028,0.082481,-0.35438,1
0.26046,-0.8535,0.37356,-1.2837,-0.28037,0.13959,0.93472,0.081322,-0.37485,1
0.25404,-0.87044,0.31487,-1.2246,-0.27216,0.14614,0.93919,0.079895,-0.39497,1
0.24696,-0.88588,0.25723,-1.1526,-0.26113,0.15137,0.94365,0.078239,-0.41457,1
0.23936,-0.89985,0.20116,-1.0689,-0.24755,0.15522,0.94806,0.076393,-0.43349,1
0.23136,-0.91242,0.14721,-0.97485,-0.23167,0.15762,0.95237,0.074393,-0.45158,1
0.22311,-0.92363,0.095899,-0.87165,-0.21376,0.15852,0.95655,0.072279,-0.46868,1
0.21728,-0.93661,0.051737,-0.76664,-0.19707,0.15658,0.9602,0.070788,-0.48356,1
0.21069,-0.94697,0.011897,-0.66765,-0.17765,0.15138,0.96359,0.069191,-0.49673,1
0.20444,-0.9553,-0.02229,-0.53306,-0.15562,0.14637,0.96667,0.067512,-0.50801,1
0.19841,-0.9657,-0.050487,-0.39915,-0.13338,0.13745,0.96937,0.065842,-0.51739,3
0.19209,-0.97571,-0.071586,-0.28722,-0.11071,0.12422,0.97166,0.06421,-0.52462,3
0.18596,-0.98082,-0.086379,-0.17782,-0.088396,0.11084,0.97352,0.062595,-0.52953,3
0.18045,-0.98301,-0.094513,-0.049372,-0.064692,0.10032,0.97497,0.061021,-0.53229,3
0.17546,-0.98487,-0.095843,0.075014,-0.042157,0.089128,0.97602,0.059525,-0.53292,3
0.17131,-0.98676,-0.090001,0.20183,-0.021133,0.077064,0.9767,0.058156,-0.53139,3
0.16799,-0.98782,-0.077641,0.3275,-0.00021903,0.061252,0.97698,0.05697,-0.52768,3
0.16487,-0.98782,-0.058515,0.44853,0.02713,0.043795,0.97681,0.055948,-0.52184,3
0.16225,-0.98483,-0.033479,0.55952,0.047243,0.029508,0.97618,0.0551,-0.51389,3
0.16168,-0.9815,-0.0022712,0.66794,0.060226,0.014198,0.97523,0.054568,-0.50402,3
0.16191,-0.97734,0.034938,0.75583,0.0719,-0.0071516,0.97396,0.054441,-0.49241,3
0.1642,-0.97027,0.075547,0.83372,0.081368,-0.032844,0.97235,0.054762,-0.47926,3
0.16751,-0.95978,0.11834,0.92131,0.093652,-0.058452,0.97034,0.055491,-0.46466,3
0.17156,-0.94819,0.16427,1.0044,0.10809,-0.084924,0.9679,0.056527,-0.44866,2
0.17666,-0.93739,0.21468,1.0603,0.11871,-0.11538,0.96503,0.05782,-0.43142,2
0.18337,-0.92457,0.26816,1.1055,0.12418,-0.14624,0.96174,0.059392,-0.41306,2
0.19142,-0.90751,0.32163,1.1433,0.12805,-0.17127,0.95803,0.0612,-0.39379,2
0.19901,-0.88896,0.37591,1.1603,0.13155,-0.19287,0.954,0.06307,-0.37399,2
0.20682,-0.86644,0.43029,1.1652,0.13755,-0.21355,0.94976,0.064881,-0.3539,2
0.21449,-0.84167,0.48405,1.1611,0.14197,-0.22893,0.94535,0.066558,-0.33373,2
0.22049,-0.81476,0.53805,1.1546,0.16002,-0.24549,0.9406,0.067915,-0.31346,2
0.22529,-0.7865,0.59111,1.1361,0.17926,-0.26393,0.93549,0.068942,-0.29321,2
0.22988,-0.7553,0.64122,1.1096,0.20228,-0.27475,0.92998,0.069585,-0.2732,2
0.23215,-0.72287,0.69004,1.0744,0.23176,-0.28601,0.92411,0.069703,-0.2536,2
0.23255,-0.69026,0.73754,1.0431,0.2661,-0.30199,0.91782,0.069225,-0.23438,2
0.23105,-0.65558,0.78178,1.0043,0.29671,-0.31622,0.91114,0.068169,-0.21567,2
0.22813,-0.62077,0.8239,0.95534,0.32029,-0.32866,0.90412,0.066593,-0.19761,2
0.22366,-0.58303,0.86317,0.9051,0.34015,-0.33859,0.89685,0.064566,-0.1803,2
0.21767,-0.54312,0.89803,0.85184,0.35134,-0.34649,0.88945,0.062189,-0.16385,2
0.21135,-0.50134,0.92909,0.81836,0.3601,-0.35376,0.88198,0.059543,-0.14819,2
0.204,-0.46047,0.95846,0.79068,0.36761,-0.36098,0.87445,0.056607,-0.13331,2
0.19557,-0.42024,0.985,0.74701,0.36931,-0.35302,0.86695,0.053404,-0.1194,2
0.18636,-0.38543,1.0087,0.68522,0.36982,-0.34538,0.85956,0.05004,-0.1066,2
0.17654,-0.35136,1.0298,0.62549,0.37067,-0.33716,0.85235,0.046519,-0.094792,2
0.16607,-0.31817,1.0477,0.56901,0.36791,-0.32686,0.84538,0.042898,-0.083993,2
0.15575,-0.28608,1.0628,0.51269,0.36179,-0.31402,0.83867,0.039223,-0.074226,4
0.14438,-0.25654,1.0757,0.46251,0.35658,-0.29739,0.83227,0.035532,-0.0655,4
0.13356,-0.22915,1.0868,0.40911,0.34958,-0.28174,0.82617,0.031861,-0.05785,4
0.1221,-0.20421,1.0954,0.35062,0.3416,-0.26356,0.82043,0.028193,-0.051137,4
0.11015,-0.18258,1.1026,0.30673,0.33088,-0.23927,0.8151,0.024533,-0.045375,4
0.098692,-0.16717,1.1089,0.24748,0.3166,-0.21421,0.81025,0.020955,-0.040635,4
0.086629,-0.15257,1.114,0.18434,0.29829,-0.18909,0.80592,0.017445,-0.036726,4
0.075496,-0.13962,1.1177,0.12899,0.27441,-0.16331,0.80213,0.014097,-0.03372,4
0.064729,-0.1301,1.1195,0.083001,0.24793,-0.13649,0.79893,0.010984,-0.031636,4
0.055619,-0.12269,1.1196,0.047308,0.22048,-0.1108,0.79629,0.0081752,-0.030304,4
0.047516,-0.11783,1.1199,0.028976,0.20048,-0.088377,0.79418,0.0056454,-0.02951,4
0.038452,-0.11308,1.1203,0.020277,0.18983,-0.070574,0.79245,0.0032573,-0.028952,4
0.028104,-0.11252,1.1205,-0.015075,0.169,-0.046876,0.79113,0.0010139,-0.028885,4
0.02132,-0.11312,1.1193,-0.061563,0.1354,-0.02859,0.79031,-0.00085566,-0.029302,4
0.015911,-0.11467,1.1183,-0.086789,0.10655,-0.0084513,0.78995,-0.0022712,-0.030147,4
0.01132,-0.11827,1.117,-0.09894,0.075068,0.003585,0.78994,-0.0032436,-0.031244,4
0.010306,-0.12234,1.1158,-0.11298,0.042702,0.0086922,0.79013,-0.003607,-0.032545,4
0.0097191,-0.12713,1.1145,-0.1278,0.0092439,0.011485,0.79044,-0.0034176,-0.034018,4
0.010778,-0.13152,1.113,-0.14032,-0.023466,0.015085,0.7909,-0.0026605,-0.035581,4
0.01334,-0.13725,1.1117,-0.15335,-0.041933,0.019253,0.79166,-0.0016315,-0.037242,4
0.016661,-0.14366,1.1102,-0.1646,-0.058765,0.022454,0.79256,-0.00038101,-0.0391,4
0.020675,-0.15066,1.1085,-0.17407,-0.073886,0.024761,0.79357,0.001069,-0.041129,4
0.025319,-0.15816,1.1067,-0.18179,-0.08722,0.026249,0.79466,0.0026969,-0.043308,4
0.030527,-0.16607,1.1046,-0.18777,-0.09869,0.02699,0.79581,0.0044807,-0.045613,4
0.036236,-0.1743,1.1025,-0.19203,-0.10822,0.027058,0.79698,0.0063987,-0.04802,4
0.04238,-0.18276,1.1002,-0.19459,-0.11573,0.026528,0.79816,0.0084291,-0.050508,4
0.048894,-0.19136,1.0978,-0.19546,-0.12115,0.025471,0.79931,0.01055,-0.053052,4
0.055715,-0.2,1.0954,-0.19466,-0.12439,0.023963,0.80041,0.01274,-0.05563,4
0.062778,-0.2086,1.0929,-0.19221,-0.12539,0.022076,0.80143,0.014976,-0.058219,4
0.070018,-0.21707,1.0904,-0.18812,-0.12407,0.019885,0.80234,0.017238,-0.060794,4
0.07737,-0.22532,1.0879,-0.18242,-0.12034,0.017462,0.80312,0.019503,-0.063335,4
0.08477,-0.23325,1.0854,-0.17511,-0.11413,0.014881,0.80375,0.02175,-0.065816,4
0.092153,-0.24078,1.083,-0.16621,-0.10538,0.012216,0.80418,0.023956,-0.068215,4
0.099455,-0.24781,1.0806,-0.15574,-0.093987,0.0095408,0.8044,0.0261,-0.07051,4
0.10661,-0.25426,1.0783,-0.14373,-0.07989,0.0069283,0.80438,0.02816,-0.072676,4
0.11356,-0.26003,1.0762,-0.13017,-0.063009,0.0044524,0.8041,0.030115,-0.074691,4
0.12023,-0.26504,1.0741,-0.1151,-0.043267,0.0021866,0.80351,0.031942,-0.076532,4
0.12656,-0.2692,1.0723,-0.098525,-0.020587,0.00020447,0.80261,0.03362,-0.078175,4
0.13248,-0.2724,1.0706,-0.080464,0.0051065,-0.0014204,0.80136,0.035126,-0.079597,4
