0.016168,-0.011033,0.012491,0.026653,0.023976,0.00061002,0.021287,0.044166,4
0.020474,-0.004407,0.022146,0.024659,0.023459,0.0035423,0.019367,0.04841,4
0.024987,0.0020349,0.030933,0.023581,0.023577,0.0070225,0.019499,0.055086,4
0.029674,0.0082866,0.038879,0.023347,0.024283,0.011,0.02153,0.06399,4
0.034498,0.014342,0.046015,0.023886,0.025527,0.015425,0.025306,0.07492,4
0.039425,0.020194,0.052367,0.025124,0.027261,0.020247,0.030673,0.087674,4
0.044419,0.025836,0.057963,0.02699,0.029437,0.025415,0.037477,0.10205,4
0.049446,0.031262,0.062833,0.029411,0.032007,0.030879,0.045564,0.11784,4
0.054469,0.036465,0.067005,0.032315,0.034921,0.036589,0.054782,0.13485,4
0.059455,0.041439,0.070506,0.03563,0.038132,0.042493,0.064977,0.15288,4
0.064368,0.046178,0.073365,0.039284,0.041591,0.048543,0.075994,0.17171,3
0.069173,0.050674,0.075611,0.043204,0.04525,0.054686,0.08768,0.19116,3
0.073835,0.054922,0.077271,0.047317,0.049059,0.060874,0.099881,0.21101,3
0.078319,0.058914,0.078374,0.051553,0.052971,0.067054,0.11244,0.23106,3
0.082589,0.062645,0.078948,0.055839,0.056937,0.073178,0.12522,0.25112,3
0.086611,0.066108,0.079021,0.060101,0.060909,0.079194,0.13804,0.27098,2
0.090349,0.069296,0.078622,0.064269,0.064839,0.085052,0.15077,0.29043,2
0.093769,0.072202,0.077779,0.06827,0.068677,0.090703,0.16324,0.30928,2
0.096835,0.074822,0.076521,0.072032,0.072375,0.096094,0.17531,0.32732,2
0.099512,0.077146,0.074875,0.075482,0.075885,0.10118,0.18681,0.34435,2
0.10177,0.07917,0.072869,0.078548,0.079159,0.1059,0.1976,0.36017,2
0.10227,0.078022,0.069947,0.078222,0.080726,0.10977,0.20498,0.36972,2
0.10236,0.078971,0.066199,0.077489,0.083332,0.11333,0.21025,0.37749,2
0.10179,0.080079,0.061085,0.075567,0.084494,0.11618,0.21449,0.38224,2
0.1002,0.083073,0.059094,0.075337,0.085647,0.11763,0.2168,0.38678,2
0.098699,0.083625,0.052728,0.07396,0.085955,0.11908,0.21891,0.38789,2
0.095127,0.084259,0.047617,0.072148,0.085942,0.12,0.21896,0.38674,2
0.089476,0.083966,0.043977,0.069788,0.08536,0.11858,0.21661,0.38841,2
0.082455,0.082883,0.041229,0.065993,0.083963,0.11429,0.21138,0.38143,2
0.076547,0.07967,0.037092,0.063346,0.083012,0.1122,0.20587,0.37832,2
0.06641,0.076984,0.033611,0.059494,0.080079,0.10802,0.19887,0.36843,2
0.059412,0.076489,0.033061,0.054411,0.077013,0.1022,0.19033,0.35717,2
0.056872,0.075561,0.031984,0.049331,0.072843,0.095756,0.18063,0.33988,2
0.055148,0.074579,0.031917,0.043145,0.069032,0.090623,0.17161,0.32561,2
0.054564,0.072915,0.031368,0.036943,0.064603,0.085557,0.16129,0.31017,2
0.058547,0.071275,0.030686,0.03057,0.06059,0.082281,0.15239,0.29549,2
0.059297,0.068524,0.029614,0.023753,0.05513,0.075888,0.14226,0.27782,3
0.056326,0.064872,0.027664,0.01647,0.049294,0.069779,0.13048,0.25524,3
0.060308,0.060851,0.02597,0.010391,0.044868,0.065797,0.11865,0.23504,3
0.066937,0.05609,0.023944,0.0041031,0.039581,0.062622,0.10921,0.21868,3
0.076673,0.054036,0.023528,8.7183e-05,0.036992,0.061685,0.095582,0.20617,3
0.086083,0.050725,0.023159,-0.003665,0.034724,0.061479,0.081363,0.19287,3
0.095239,0.048651,0.023782,-0.0045171,0.034044,0.06374,0.06944,0.18453,3
0.10077,0.047011,0.023868,-0.0048368,0.033806,0.067502,0.054848,0.1792,3
0.11162,0.045451,0.02479,-0.0035655,0.034348,0.07126,0.046739,0.1764,3
0.12186,0.04348,0.025976,-0.0028807,0.03674,0.0785,0.04234,0.1765,3
0.12578,0.041372,0.027318,0.00027034,0.038068,0.085315,0.055197,0.18134,3
0.14093,0.038831,0.028657,0.00238,0.038911,0.092778,0.063558,0.18341,3
0.15999,0.034466,0.029442,0.0067536,0.041642,0.099755,0.10567,0.18524,3
0.17774,0.031554,0.031228,0.0087084,0.042426,0.10644,0.14704,0.18944,3
0.19402,0.027047,0.032964,0.012764,0.044703,0.11374,0.18785,0.19977,3
0.21439,0.023732,0.035112,0.018257,0.050596,0.13011,0.22996,0.21178,2
0.23248,0.026741,0.035898,0.022069,0.053995,0.14228,0.27086,0.22001,2
0.24973,0.032258,0.039409,0.026272,0.058787,0.15751,0.31082,0.23525,2
0.26422,0.034679,0.042325,0.030298,0.063655,0.16941,0.34467,0.25283,1
0.27644,0.035289,0.043605,0.033763,0.068196,0.18337,0.37536,0.26183,1
0.29039,0.034393,0.04563,0.038144,0.073723,0.19685,0.40524,0.27902,1
0.30055,0.033117,0.046445,0.04132,0.078628,0.21346,0.43232,0.29286,1
0.31071,0.032591,0.047226,0.044108,0.083999,0.22803,0.45952,0.30897,1
0.31872,0.032888,0.047609,0.047422,0.088902,0.24256,0.47967,0.32168,1
0.32332,0.033544,0.047304,0.050178,0.093955,0.25623,0.49759,0.33516,1
0.3266,0.035024,0.047224,0.052899,0.099621,0.26994,0.51298,0.34249,1
0.32783,0.038925,0.04614,0.054757,0.10428,0.2807,0.52463,0.35038,1
0.32679,0.04051,0.045254,0.056466,0.108,0.28889,0.53323,0.35606,1
0.32178,0.040764,0.043702,0.057844,0.11119,0.29678,0.53743,0.36265,1
0.31424,0.040339,0.041482,0.058384,0.11328,0.30363,0.5378,0.36637,1
0.30524,0.039622,0.04058,0.05862,0.11579,0.30806,0.53424,0.36877,1
0.29549,0.038903,0.040944,0.05865,0.11704,0.30967,0.52705,0.3699,1
0.28531,0.037824,0.040476,0.058222,0.11788,0.3107,0.51646,0.36804,1
0.27578,0.036566,0.03849,0.057274,0.11722,0.31063,0.5032,0.36675,1
0.26585,0.036408,0.038782,0.055804,0.11553,0.30591,0.48549,0.36319,1
0.25806,0.036472,0.038752,0.053013,0.11239,0.29744,0.46368,0.3573,1
0.24878,0.036239,0.03786,0.050596,0.1098,0.29107,0.43958,0.35168,1
0.23963,0.033816,0.036357,0.048148,0.1072,0.28501,0.41388,0.34817,1
0.23032,0.032594,0.034469,0.04535,0.10335,0.27637,0.38315,0.34133,1
0.22003,0.031246,0.032473,0.04175,0.098974,0.26705,0.35063,0.33195,1
0.20318,0.029255,0.029985,0.038323,0.094363,0.25523,0.31421,0.31868,1
0.19004,0.02769,0.027388,0.035367,0.089984,0.24552,0.27859,0.30954,2
0.17486,0.025466,0.025048,0.031793,0.084736,0.23319,0.241,0.3009,2
0.15979,0.023199,0.022692,0.028152,0.07933,0.22042,0.20419,0.29218,2
0.145,0.020914,0.020342,0.024476,0.073823,0.20734,0.16862,0.28345,2
0.13062,0.018631,0.018017,0.020795,0.068267,0.19406,0.13477,0.2748,2
0.11682,0.016376,0.015739,0.017143,0.062719,0.18071,0.10311,0.26629,3
