0.000000000000000000e+00,5.124935467056650207e-02,-7.398051961396565762e-03,5.657569675339224093e-03,5.066260308923686145e-02,4.282881753228552635e-02,1.597474481074208016e-02,4.873918664515315691e-02,8.297963467970882745e-02,1.991194217847052916e-01,-4.054181025072235989e-01,9.446551481032744446e-01,1.503138692427157530e-01,7.998973607038187272e-02,4.894984474728466400e-02,2.203877715591649744e-01,8.315625548976532389e-02,-1.886079332453359861e-02,9.716782069158880208e-01
1.000000000000000000e+00,4.076395795410219652e-02,-2.832677053797824727e-03,1.930667642730666406e-02,3.908193675429070396e-02,3.526791524808393918e-02,1.336010970444715534e-02,3.536825657986968074e-02,7.112328267640052881e-02,2.132565200750386747e-01,-4.400265943557821191e-01,9.625961253699372167e-01,-9.452018285319650770e-02,3.061950146627621244e-02,1.474585992755011489e-02,2.205119074840558857e-01,8.829189818058923167e-02,-2.691893583080122790e-02,9.710069053653267446e-01
2.000000000000000000e+00,3.316553739071148588e-02,2.124215874138838615e-03,3.131753330518327605e-02,3.001091903522634663e-02,2.949396025764971715e-02,1.219234823164884636e-02,2.613951955257226220e-02,6.469279940660552231e-02,2.258438297599911215e-01,-4.752026993974802216e-01,9.686496330691856116e-01,-3.169419780147847976e-01,-1.560306906663922258e-02,-1.050901030854127158e-02,2.258981192911152236e-01,9.315246215452062384e-02,-3.331487281077972346e-02,9.691144296443476858e-01
3.000000000000000000e+00,2.822237324855938340e-02,7.405679362864509355e-03,4.177632336905235527e-02,2.327272252690813087e-02,2.538322974741458529e-02,1.236298835528405055e-02,2.074717622135785131e-02,6.326054574217244986e-02,2.369216400041377346e-01,-5.107503004454685414e-01,9.636982765998065581e-01,-5.174402812394018891e-01,-5.862862776822692218e-02,-2.755275618185282216e-02,2.360654377164710660e-01,9.765389515441078028e-02,-3.823490089418100923e-02,9.660615499182826360e-01
4.000000000000000000e+00,2.570274579581087113e-02,1.294476595283026131e-02,5.076922967899717698e-02,1.869051982420042932e-02,2.281200090381031720e-02,1.376355803828969472e-02,1.888542724432344319e-02,6.639888255495003666e-02,2.465302399720536719e-01,-5.464732803128977690e-01,9.486246613605869848e-01,-6.965038575244011376e-01,-9.840782687834934150e-02,-3.712336791324792606e-02,2.505269712024665307e-01,1.017695446745327664e-01,-4.184814794449596281e-02,9.618357078994688170e-01
5.000000000000000000e+00,2.537493530063093111e-02,1.867452818448716786e-02,5.838243529510105112e-02,1.608748352196761114e-02,2.165655091326862750e-02,1.628558524360267448e-02,2.024847327956598789e-02,7.368017071678689689e-02,2.547099188283140636e-01,-5.821755218129183174e-01,9.243113927503134875e-01,-8.546214718671353294e-01,-1.348913186368689565e-01,-3.995883572358988056e-02,2.687921578279795498e-01,1.055152175664862690e-01,-4.430729475688513497e-02,9.563755425476972993e-01
6.000000000000000000e+00,2.700722203118459050e-02,2.452801859828631151e-02,6.470212327744730152e-02,1.528678621507404377e-02,2.179315696222128285e-02,1.982059793415991492e-02,2.453051498518250134e-02,8.467677109953176962e-02,2.615009657374939844e-01,-6.176609077586809882e-01,8.916410761677729946e-01,-9.922818892649573064e-01,-1.680297552836482189e-01,-3.679714983374209047e-02,2.903677550335537760e-01,1.089362896932827562e-01,-4.575066294324498656e-02,9.495927171502995812e-01
7.000000000000000000e+00,3.036788625563680705e-02,3.043828973467876953e-02,6.981447668611918955e-02,1.611160049838409811e-02,2.309809623709998400e-02,2.426012407289831682e-02,3.142575301926994052e-02,9.896104457503332452e-02,2.669436698641686201e-01,-6.527333209633362499e-01,8.514963170117524349e-01,-1.109973874715219910e+00,-1.977737890585496427e-01,-2.837630046456785654e-02,3.147586018489929027e-01,1.120966321543779703e-01,-4.630478063638207575e-02,9.413911168647863814e-01
8.000000000000000000e+00,3.522520824215259749e-02,3.633839413411561053e-02,7.380567858120004598e-02,1.838509896676213118e-02,2.544764592433650802e-02,2.949569162275480355e-02,4.062838803992528669e-02,1.161053520151402174e-01,2.710783203729131285e-01,-6.871966442400347930e-01,8.047597206810384041e-01,-1.208186193215276649e+00,-2.240740722014357422e-01,-1.543427783693055409e-02,3.414688562322142351e-01,1.150691379307443585e-01,-4.608680022791340064e-02,9.316834873303760922e-01
9.000000000000000000e+00,4.134746825889693694e-02,4.216138433704792743e-02,7.676191202277314607e-02,2.193045421507252429e-02,2.871808321036257647e-02,3.541882854666626029e-02,5.183262070524546905e-02,1.356820542917011319e-01,2.739452064283025567e-01,-7.208547604019270860e-01,7.523138925744179417e-01,-1.287407609762480476e+00,-2.468812569521688927e-01,1.290927828306493580e-03,3.700041264348336578e-01,1.179276784808272055e-01,-4.520636074213391781e-02,9.204055595321937178e-01
